context,condition_bin,component,units,q,benign_envelope_p95,n_sequences,support_label,interpretation
curvature,low,Dp_m,m,0.95,15.554453750835208,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
curvature,low,Dtheta_deg,deg,0.95,19.910542040140108,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
curvature,low,Dv_mps,m/s,0.95,0.0821309808727042,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
curvature,low,Iomega_abs_deg,deg,0.95,31.096556955345367,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
curvature,medium,Domega_radps,rad/s,0.95,0.03092745351760334,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
curvature,medium,Dp_m,m,0.95,15.579386533986652,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
curvature,medium,Dtheta_deg,deg,0.95,19.963693370358072,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
curvature,medium,Dv_mps,m/s,0.95,0.09432929613278244,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
curvature,medium,Iomega_abs_deg,deg,0.95,31.183949510927476,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
elapsed_time,early,Domega_radps,rad/s,0.95,0.12109154325211423,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
elapsed_time,early,Dp_m,m,0.95,5.828128787448705,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
elapsed_time,early,Dtheta_deg,deg,0.95,8.040550791748272,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
elapsed_time,early,Dv_mps,m/s,0.95,0.0972325102076865,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
elapsed_time,early,Iomega_abs_deg,deg,0.95,10.334988511642072,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
elapsed_time,late,Domega_radps,rad/s,0.95,0.1339916537034636,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
elapsed_time,late,Dp_m,m,0.95,17.11842218366131,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
elapsed_time,late,Dtheta_deg,deg,0.95,21.219501166830696,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
elapsed_time,late,Dv_mps,m/s,0.95,0.10882922618940924,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
elapsed_time,late,Iomega_abs_deg,deg,0.95,32.770632314613984,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
elapsed_time,middle,Domega_radps,rad/s,0.95,0.12678281601828822,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
elapsed_time,middle,Dp_m,m,0.95,11.11365848308092,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
elapsed_time,middle,Dtheta_deg,deg,0.95,14.863859906728516,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
elapsed_time,middle,Dv_mps,m/s,0.95,0.108368847343372,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
elapsed_time,middle,Iomega_abs_deg,deg,0.95,21.792541456001832,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
speed,high,Domega_radps,rad/s,0.95,0.15908301879807066,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
speed,high,Dp_m,m,0.95,15.57587531540555,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
speed,high,Dtheta_deg,deg,0.95,19.21735111785483,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
speed,high,Dv_mps,m/s,0.95,0.10178615762968536,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
speed,high,Iomega_abs_deg,deg,0.95,27.4305461999959,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
speed,low,Domega_radps,rad/s,0.95,0.08595604526810338,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
speed,low,Dp_m,m,0.95,15.811927807010834,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
speed,low,Dtheta_deg,deg,0.95,20.61422795329872,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
speed,low,Dv_mps,m/s,0.95,0.15008613953754918,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
speed,low,Iomega_abs_deg,deg,0.95,32.20104989477315,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
speed,medium,Domega_radps,rad/s,0.95,0.1221376973576842,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
speed,medium,Dp_m,m,0.95,15.64140579191228,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
speed,medium,Dtheta_deg,deg,0.95,19.438682084684118,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
speed,medium,Dv_mps,m/s,0.95,0.10649774911090679,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
speed,medium,Iomega_abs_deg,deg,0.95,29.74363156840358,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
turning,high,Domega_radps,rad/s,0.95,0.2393386415500813,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
turning,high,Dp_m,m,0.95,16.55058081141449,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
turning,high,Dtheta_deg,deg,0.95,20.74713933729779,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
turning,high,Dv_mps,m/s,0.95,0.14307244297747562,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
turning,high,Iomega_abs_deg,deg,0.95,31.17387090432629,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
turning,low,Domega_radps,rad/s,0.95,0.01905571990808916,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
turning,low,Dp_m,m,0.95,15.42527232524401,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
turning,low,Dtheta_deg,deg,0.95,19.993867939984668,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
turning,low,Dv_mps,m/s,0.95,0.08130539311096065,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
turning,low,Iomega_abs_deg,deg,0.95,31.94738396219979,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
turning,medium,Domega_radps,rad/s,0.95,0.02880007556678411,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
turning,medium,Dp_m,m,0.95,15.58753531943823,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
turning,medium,Dtheta_deg,deg,0.95,19.909186698437452,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
turning,medium,Dv_mps,m/s,0.95,0.08916571077619052,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
turning,medium,Iomega_abs_deg,deg,0.95,30.938283933861413,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
unconditional,all,Domega_radps,rad/s,0.95,0.1277629365585743,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
unconditional,all,Dp_m,m,0.95,15.782825248465382,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
unconditional,all,Dtheta_deg,deg,0.95,20.38778246303054,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
unconditional,all,Dv_mps,m/s,0.95,0.10398711033165443,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
unconditional,all,Iomega_abs_deg,deg,0.95,31.476869414219586,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
wheel_imu_disagreement,high,Domega_radps,rad/s,0.95,0.20387982535952082,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
wheel_imu_disagreement,high,Dp_m,m,0.95,15.988672208625117,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
wheel_imu_disagreement,high,Dtheta_deg,deg,0.95,20.26251098131918,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
wheel_imu_disagreement,high,Dv_mps,m/s,0.95,0.15735358079972975,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
wheel_imu_disagreement,high,Iomega_abs_deg,deg,0.95,30.89410212721349,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
wheel_imu_disagreement,low,Domega_radps,rad/s,0.95,0.04914019731571896,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
wheel_imu_disagreement,low,Dp_m,m,0.95,15.70626618873114,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
wheel_imu_disagreement,low,Dtheta_deg,deg,0.95,20.50180235591093,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
wheel_imu_disagreement,low,Dv_mps,m/s,0.95,0.08245321377267815,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
wheel_imu_disagreement,low,Iomega_abs_deg,deg,0.95,31.99566963629781,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
wheel_imu_disagreement,medium,Domega_radps,rad/s,0.95,0.07654002201122524,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
wheel_imu_disagreement,medium,Dp_m,m,0.95,15.66393618343499,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
wheel_imu_disagreement,medium,Dtheta_deg,deg,0.95,20.39469268566926,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
wheel_imu_disagreement,medium,Dv_mps,m/s,0.95,0.09428832138316151,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
wheel_imu_disagreement,medium,Iomega_abs_deg,deg,0.95,31.28079458764893,10,descriptive_broad_support,descriptive 95th percentile of sequence-level within-condition p95; not a detector or universal trust threshold
