time_s,seq,source_sample_time_s,edge_send_time_s,edge_arrival_time_s,queue_release_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,packet_loss_count,stale_packet,queue_depth,gps_x_m,gps_y_m,truth_x_m,truth_y_m,ekf_x_m,ekf_y_m,ekf_theta_rad,innovation_x_m,innovation_y_m,mahalanobis,threshold,lambda_star,lambda_max_s,detected,epsilon_min_m,epsilon_stealth_max_m,confidence,envelope_region,q_xx,q_yy,q_tt,s_xx,s_yy,dead_reckoning_residual_m,imu_vertical_std,imu_yaw_std,velocity_variance,packet_dt_s,arrival_dt_s,transport_latency_s,attack_label
83.085,10,83.085,516729.64,516730.171,516730.171,516730.171,,516646.83050000004,1,0,0,0,-0.3544473102485472,-0.27829872707151976,,,-0.20091087717236653,-0.03694250874907372,0.0,-0.16845360241446494,-0.26480571175816653,0.025493758809692617,5.991464547107982,15.443235625832761,3.8636390138244754,0,7.724447401830858,4.811325822905012,0.5476597429167633,warning,0.01734327255108736,0.01734327255108736,0.0008522218278373026,3.8636390138244754,3.8636390138244754,0.1527945309124781,2.3780235184318332,0.39829504928004283,0.0,1.40536363636334,1.5309999999590218,0.531,hardware-bench
84.605,11,84.605,516731.171,516731.75,516731.75,516731.75,,516646.83075,1,0,0,0,-0.33938330022094204,-0.3718070991650614,,,-0.21244331007757142,-0.06483111888732913,0.0,-0.13847242304857552,-0.33486459041598765,0.03375724318732061,5.991464547107982,15.443235625832761,3.8897994463224164,0,7.750554134175884,4.827586920812614,0.5469011777325816,warning,0.012113701920152027,0.012113701920152027,0.0007729581717088687,3.8897994463224164,3.8897994463224164,0.1662154029542379,2.3146792846598387,0.3822717978488023,0.0,1.4198333333353126,1.5790000000270084,0.579,hardware-bench
86.221,12,86.221,516732.75,516733.312,516733.312,516733.312,,516646.83050000004,1,0,0,0,-0.4430591374958716,-0.20482786260576052,,,-0.23151542362225652,-0.07640896166583494,0.0,-0.2306158274183002,-0.1399967437184314,0.01854778708348656,5.991464547107982,15.443235625832761,3.9240664010204873,0,7.784618297795528,4.848804463185937,0.5482973640558648,warning,0.027548342103004594,0.027548342103004594,0.0008335859572642807,3.9240664010204873,3.9240664010204873,0.1813038879073489,2.3498264350357756,0.37165669404014784,0.0,1.4307692307692308,1.5619999999762513,0.562,hardware-bench
87.771,13,87.771,516734.312,516734.859,516734.859,516734.859,,516646.8295,1,0,0,0,-0.45812314878272664,-0.130243803930935,,,-0.24945433430308647,-0.08067068057337139,0.0,-0.22660772516047012,-0.05383484226510005,0.013779733193370084,5.991464547107982,15.443235625832761,3.936886918116281,0,7.797324689194897,4.856718891995593,0.5487350583155813,warning,0.0139700570394071,0.0139700570394071,0.0007389603524041088,3.936886918116281,3.936886918116281,0.1876238087344483,2.265671140701175,0.3634487935187075,0.0,1.4390714285728923,1.547000000020489,0.547,hardware-bench
89.304,14,89.304,516735.859,516736.39,516736.39,516736.39,,516646.8285,1,0,0,0,-0.4279951274682664,-0.24156329523412642,,,-0.26294441527264334,-0.09282731077927209,0.0,-0.17854079316517993,-0.16089261466075505,0.014652879210434521,5.991464547107982,15.443235625832761,3.9421090863351793,0,7.802494439793628,4.859938974062274,0.5486549059078337,warning,0.010871939367511362,0.010871939367511362,0.0007153801438845568,3.9421090863351793,3.9421090863351793,0.19064320060791362,2.231653171878549,0.3611805488794889,0.0,1.4452000000025147,1.5310000000172295,0.531,hardware-bench
90.848,15,90.848,516737.406,516737.937,516737.937,516737.937,,516646.8285,1,0,0,0,-0.33938330022094204,-0.3718070991650614,,,-0.2684982671749829,-0.11309726146587193,0.0,-0.0764388849482987,-0.2789797883857893,0.021176868397181445,5.991464547107982,15.443235625832761,3.951133089680791,0,7.811419800072524,4.865498312375381,0.5480560216075931,warning,0.011728744397586864,0.011728744397586864,0.0008668356657825552,3.951133089680791,3.951133089680791,0.19374924181622713,2.1622255207941343,0.4017175041307013,0.0,1.4515625,1.5469999999622814,0.531,hardware-bench
92.388,16,92.388,516738.937,516739.484,516739.484,516739.484,,516646.8285,1,0,0,0,-0.23659357940516593,-0.42746684442117083,,,-0.2662667590810188,-0.13508519859668186,0.0,0.03190468776981695,-0.31436958295529893,0.025223646976772995,5.991464547107982,15.443235625832761,3.958434078986304,0,7.818633524543262,4.8699915242544805,0.54768453844162,warning,0.010643875573819397,0.010643875573819397,0.0008639742854480862,3.958434078986304,3.958434078986304,0.1993676516408421,2.163922236976572,0.40216622559630816,0.0,1.4571764705894406,1.547000000020489,0.547,hardware-bench
93.92,17,93.92,516740.484,516741.015,516741.015,516741.015,,516646.8285,1,0,0,0,-0.2507714717143678,-0.42746684442117083,,,-0.26521393119977704,-0.15495108048731931,0.0,0.015495287366651012,-0.292381645824489,0.021628023944681912,5.991464547107982,15.443235625832761,3.963706114108098,0,7.823838410379224,4.873233491003054,0.5480146067666684,warning,0.011814315558440138,0.011814315558440138,0.0011881725416501546,3.963706114108098,3.963706114108098,0.20584636012439883,3.2069191551478666,0.48749802152178456,0.0,1.4612777777798733,1.5310000000172295,0.531,hardware-bench
95.485,18,95.485,516742.015,516742.578,516742.578,516742.578,,516646.8285,1,0,0,0,-0.1621596444670435,-0.6868412580739744,,,-0.25830410115814045,-0.19061452394475964,0.0,0.10305428673273354,-0.5318901775866551,0.0737898516117452,5.991464547107982,15.443235625832761,3.9778823322695898,0,7.837816924952792,4.881940287053956,0.5432262941610747,warning,0.01570295902661393,0.01570295902661393,0.0011900708898697823,3.9778823322695898,3.9778823322695898,0.21042244422995793,3.1259908456771908,0.4760767428650059,0.0,1.4666315789475401,1.562999999965541,0.563,hardware-bench
97.018,19,97.018,516743.578,516744.109,516744.109,516744.109,,516646.82700000005,1,0,0,0,-0.1621596444670435,-0.7235766899113678,,,-0.25203451526839976,-0.2253690193208753,0.0,0.09614445669109695,-0.5329621659666082,0.07367571387869362,5.991464547107982,15.443235625832761,3.980856261361075,0,7.840746216832348,4.883764854810037,0.5432367716916826,warning,0.010756904144026176,0.010756904144026176,0.0010970357471556838,3.980856261361075,3.980856261361075,0.22699040409164756,3.050872858068651,0.46514236731886727,0.0,1.4698500000010246,1.5310000000172295,0.531,hardware-bench
98.551,20,98.551,516745.109,516745.64,516745.64,516745.64,,516646.82550000004,1,0,0,0,-0.2808994942880779,-0.7425010033300838,,,-0.2538682164932493,-0.2582207858799326,0.0,-0.02886497901967816,-0.5171319840092086,0.0673429247682778,5.991464547107982,15.443235625832761,3.983472307182466,0,7.843322092633866,4.885369290327005,0.5438181043497236,warning,0.010393574733533311,0.010393574733533311,0.0010531861072356214,3.983472307182466,3.983472307182466,0.2419701369797728,2.9776376133315,0.45423726281504606,0.0,1.472761904763701,1.5310000000172295,0.531,hardware-bench
100.083,21,100.083,516746.64,516747.171,516747.171,516747.171,,516646.8245,1,0,0,0,-0.29507738659727983,-0.7792364351674773,,,-0.25642157047427794,-0.290503342867326,0.0,-0.041209170104030524,-0.5210156492875447,0.06853387584609319,5.991464547107982,15.443235625832761,3.9857004894427854,0,7.845515393679493,4.886735431541939,0.5437087783097131,warning,0.00997576243570047,0.00997576243570047,0.0010391894428708659,3.9857004894427854,3.9857004894427854,0.2545140826629841,2.909858289330871,0.45105191561339414,0.0,1.4754090909089428,1.5309999999590218,0.531,hardware-bench
101.618,22,101.618,516748.171,516748.703,516748.703,516748.703,,516646.8235,1,0,0,0,-0.2507714717143678,-0.8905559264706687,,,-0.2560791605489935,-0.3268680099376119,0.0,0.005650098759910127,-0.6000525836033428,0.09029041977721405,5.991464547107982,15.443235625832761,3.9881864276803154,0,7.847961692211254,4.888259157277143,0.5417115872943891,warning,0.010038341086465587,0.010038341086465587,0.0010111532842786077,3.9881864276803154,3.9881864276803154,0.26617185323618386,2.8503034602478605,0.4428931028669421,0.0,1.477869565217533,1.5320000000065193,0.532,hardware-bench
103.152,23,103.152,516749.703,516750.25,516750.25,516750.25,,516646.824,1,0,0,0,-0.23659357940516593,-0.8727448072610189,,,-0.25492402838527495,-0.3592283404487541,0.0,0.019485581143827563,-0.545876797323407,0.07473527540122811,5.991464547107982,15.443235625832761,3.9922401319426966,0,7.851949123147496,4.890742808007426,0.5431395068522076,warning,0.009618820521677807,0.009618820521677807,0.0009850547043369906,3.9922401319426966,3.9922401319426966,0.2800846586720021,2.794016173101998,0.43649904096162306,0.0,1.4807500000009897,1.547000000020489,0.547,hardware-bench
104.683,24,104.683,516751.25,516751.765,516751.765,516751.765,,516646.8245,1,0,0,0,-0.19228766578150375,-0.8170850620049094,,,-0.2512409950172989,-0.386150427127234,0.0,0.0626363626037712,-0.45785672155615526,0.054188415286552244,5.991464547107982,15.443235625832761,3.9409916356675456,0,7.80138849366252,4.859250113500147,0.5450256522135328,warning,0.009095616642501898,0.009095616642501898,0.0009531259982450018,3.9409916356675456,3.9409916356675456,0.2907302509091592,2.7378559184179103,0.4291270208225066,0.0,1.482120000001509,1.5150000000139698,0.515,hardware-bench
106.208,25,106.208,516752.781,516753.296,516753.296,516753.296,,516646.8245,1,0,0,0,-0.17722365575389853,-0.7614253167488,,,-0.24721271188601168,-0.40657420245477716,0.0,0.07401733926340037,-0.37527488962156597,0.03556790349493435,5.991464547107982,15.443235625832761,4.1135348141323425,0,7.97033797211335,4.9644836591702415,0.546734964086259,warning,0.005767575406845353,0.005767575406845353,0.0008381696785934864,4.1135348141323425,4.1135348141323425,0.3092151027135695,2.659832633724154,0.39960918407864454,0.0,1.5393599999998697,1.5309999999590218,0.515,hardware-bench
107.743,26,107.743,516754.296,516754.828,516754.828,516754.828,,516646.8245,1,0,0,0,-0.17722365575389853,-0.9094802398893849,,,-0.2435125195846193,-0.433161917032992,0.0,0.06998905613211315,-0.5029060374346077,0.06293622927782508,5.991464547107982,15.443235625832761,4.096415584866963,0,7.9537356693841685,4.954142584438908,0.5442226269002106,warning,0.0048809010612621585,0.0048809010612621585,0.0008229660035944358,4.096415584866963,4.096415584866963,0.3245152888192147,2.643864267015229,0.3922212385886313,0.0,1.5362800000002608,1.5320000000065193,0.532,hardware-bench
109.268,27,109.268,516755.828,516756.343,516756.343,516756.343,,516646.8235,1,0,0,0,-0.1036758385341794,-0.9651399851454942,,,-0.2363034930429988,-0.4605870817592609,0.0,0.1398366810504399,-0.5319780681125021,0.0739634353616026,5.991464547107982,15.443235625832761,4.090601806700029,0,7.948089553617633,4.950625788845192,0.543210359649292,warning,0.005763276127015042,0.005763276127015042,0.0008352966253226993,4.090601806700029,4.090601806700029,0.3423460401004154,2.648188517204916,0.3987950601499472,0.0,1.5362400000006893,1.5150000000139698,0.515,hardware-bench
110.788,28,110.788,516757.359,516757.875,516757.875,516757.875,,516646.8235,1,0,0,0,-0.04430591488291198,-0.9284045533081009,,,-0.22661091685020612,-0.4842038196929343,0.0,0.19199757816008683,-0.46781747154884,0.06255079543156802,5.991464547107982,15.443235625832761,4.088137567897881,0,7.9456951698303815,4.949134399241993,0.5442580086693548,warning,0.0063688097952626565,0.0063688097952626565,0.0008353163665636119,4.088137567897881,4.088137567897881,0.36077944593438327,2.6601180385960266,0.400359213706891,0.0,1.5368800000008196,1.5320000000065193,0.516,hardware-bench
112.304,29,112.304,516758.875,516759.406,516759.406,516759.406,,516646.8235,1,0,0,0,0.1178537295841315,-0.7614253167488,,,-0.20951975735355985,-0.49795860373572587,0.0,0.3444646464343376,-0.2772214970558657,0.047841653645021257,5.991464547107982,15.443235625832761,4.086557135413201,0,7.944159158816886,4.948177664207233,0.5456082675115782,warning,0.006799035070494486,0.006799035070494486,0.0008309257493737207,4.086557135413201,4.086557135413201,0.3729533190212708,2.6330205687005113,0.400359213706891,0.0,1.53752000000095,1.5310000000172295,0.531,hardware-bench
113.855,30,113.855,516760.406,516760.953,516760.953,516760.953,,516646.8235,1,0,0,0,0.2215295681183109,-0.631181512817865,,,-0.18851211946387042,-0.5044513609846668,0.0,0.43104932547187075,-0.13322290908213918,0.04983172540056419,5.991464547107982,15.443235625832761,4.084784599727267,0,7.94243609066898,4.947104416912846,0.5454255843867858,warning,0.006375530942019414,0.006375530942019414,0.000837689624512042,4.084784599727267,4.084784599727267,0.3821887660937094,2.627655557932958,0.3915194758884927,0.0,1.5381199999991804,1.5469999999622814,0.547,hardware-bench
115.378,31,115.378,516761.953,516762.468,516762.468,516762.468,,516646.8235,1,0,0,0,0.33938329896169217,-0.42746684442117083,,,-0.16318066933764602,-0.5007572023052149,0.0,0.5278954184255626,0.07698451656349597,0.06976481850129988,5.991464547107982,15.443235625832761,4.079422762060397,0,7.937221612874634,4.943856475622061,0.5435957811526673,warning,0.0063800583261633004,0.0063800583261633004,0.0007841356723171933,4.079422762060397,4.079422762060397,0.3927815516816462,2.656245500111758,0.3846589398415173,0.0,1.53747999999905,1.5150000000139698,0.515,hardware-bench
116.915,32,116.915,516763.468,516764.0,516764.0,516764.0,,516646.8235,1,0,0,0,0.35444730898929744,-0.29722304049023585,,,-0.13882310030571887,-0.49117967248778205,0.0,0.5176279783269435,0.20353416181497908,0.07586716870160841,5.991464547107982,15.443235625832761,4.0777174668178455,0,7.935562466242823,4.942823043116362,0.5430356021540633,warning,0.00552090146179345,0.00552090146179345,0.0008087745505507126,4.0777174668178455,4.0777174668178455,0.4059981910930926,2.662556198194502,0.3875725738490793,0.0,1.5381600000010804,1.5320000000065193,0.532,hardware-bench
118.452,33,118.452,516765.015,516765.546,516765.546,516765.546,,516646.8235,1,0,0,0,0.33938329896169217,-0.20482786260576052,,,-0.11669454890167347,-0.4779290117807672,0.0,0.47820639926741104,0.2863518098820215,0.07625439836327283,5.991464547107982,15.443235625832761,4.074239991284847,0,7.932178022561187,4.940714975000348,0.543000055533994,warning,0.005679229393258126,0.005679229393258126,0.0008245490995607939,4.074239991284847,4.074239991284847,0.41841743250374624,2.6921937574134502,0.3920618573643705,0.0,1.5381199999991804,1.5459999999729916,0.531,hardware-bench
120.006,34,120.006,516766.546,516767.093,516767.093,516767.093,,516646.8235,1,0,0,0,0.2808994930288281,-0.20482786260576052,,,-0.09846515893209264,-0.46540752799474483,0.0,0.3975940419305016,0.27310114917500666,0.057131856131910685,5.991464547107982,15.443235625832761,4.072426061602938,0,7.930412047183696,4.939615002083927,0.5447554524231112,warning,0.0069101939187347725,0.0069101939187347725,0.0007621207766719616,4.072426061602938,4.072426061602938,0.4320744312145184,2.5716053551040745,0.369120576505835,0.0,1.5381199999991804,1.547000000020489,0.547,hardware-bench
121.537,35,121.537,516768.093,516768.625,516768.625,516768.625,,516646.8235,1,0,0,0,0.16215964320779366,-0.4085425310024547,,,-0.08668470995067869,-0.4628371847641862,0.0,0.2606248021398863,0.05686499699229014,0.01748464885219314,5.991464547107982,15.443235625832761,4.069793793111403,0,7.927848667549795,4.938018350053702,0.5483949572273864,warning,0.005801098824135656,0.005801098824135656,0.0007435062809367914,4.069793793111403,4.069793793111403,0.4407353372000125,2.401948619114062,0.37025329168016863,0.0,1.5381600000010804,1.5320000000065193,0.532,hardware-bench
123.13,36,123.13,516769.703,516770.234,516770.234,516770.234,,516646.8235,1,0,0,0,0.05936992365126742,-0.7235766899113678,,,-0.07999761680249277,-0.4747751104248198,0.0,0.1460546336019461,-0.2607395051471816,0.02191133306208341,5.991464547107982,15.443235625832761,4.076294458576555,0,7.934177701821035,4.941960515031879,0.5479885997673203,warning,0.010989751130876182,0.010989751130876182,0.0007985331319597081,4.076294458576555,4.076294458576555,0.43885178876745307,2.384095638303116,0.3684765935578541,0.0,1.5393599999998697,1.6089999999967404,0.531,hardware-bench
124.69,37,124.69,516771.234,516771.781,516771.781,516771.781,,516646.8235,1,0,0,0,-0.029241903596056947,-1.0207997304016037,,,-0.07769017048069848,-0.49959837506598725,0.0,0.05075571320643583,-0.5460246199767839,0.07383394016088189,5.991464547107982,15.443235625832761,4.072910471642549,0,7.93088368950759,4.939908773893621,0.5432222469532786,warning,0.007074179818685022,0.007074179818685022,0.0007657915771397768,4.072910471642549,4.072910471642549,0.4363115434717797,2.306840128362592,0.3684765935578541,0.0,1.538760000001639,1.547000000020489,0.547,hardware-bench
126.208,38,126.208,516772.781,516773.296,516773.296,516773.296,,516646.8235,1,0,0,0,0.015064010027605232,-1.0207997304016037,,,-0.0735075775532249,-0.5231010688601633,0.0,0.09275418050830371,-0.5212013553356164,0.06890819621262775,5.991464547107982,15.443235625832761,4.067066128689239,0,7.9251915138494535,4.936363288979579,0.5436744167275029,warning,0.006653401744284239,0.006653401744284239,0.0007320971602732074,4.067066128689239,4.067066128689239,0.4474553740714328,2.3071708254188588,0.3706076092041285,0.0,1.53747999999905,1.5149999999557622,0.515,hardware-bench
127.736,39,127.736,516774.312,516774.812,516774.812,516774.812,,516646.8245,1,0,0,0,0.07354781596046932,-0.9840642985642103,,,-0.06695551942940339,-0.5436393014390598,0.0,0.14705539351369423,-0.460963229704047,0.05762377889437835,5.991464547107982,15.443235625832761,4.0627739518744574,0,7.921008485874319,4.933757806740172,0.5447102952637506,warning,0.005889562296366106,0.005889562296366106,0.0007195065233454724,4.0627739518744574,4.0627739518744574,0.45931440241638155,2.293904463210258,0.36386810797320507,0.0,1.5368799999984912,1.5160000000032596,0.5,hardware-bench
129.262,40,129.262,516775.828,516776.359,516776.359,516776.359,,516646.8245,1,0,0,0,0.10367583727492959,-1.0953837890764293,,,-0.059439482617268204,-0.567942758670317,0.0,0.170631356704333,-0.5517444876373695,0.08213942194402261,5.991464547107982,15.443235625832761,4.060620730400168,0,7.918909187931815,4.932450217229194,0.5424598265225455,warning,0.005911998676358356,0.005911998676358356,0.0005839744764131747,4.060620730400168,4.060620730400168,0.46905487272466717,2.290575781951766,0.3208971797944008,0.0,1.5368800000008196,1.547000000020489,0.531,hardware-bench
130.783,41,130.783,516777.359,516777.875,516777.875,516777.875,,516646.82450000005,1,0,0,0,0.13291774087098654,-1.2801741440544074,,,-0.05103411902576465,-0.599064874319897,0.0,0.19235722348825474,-0.7122313853840905,0.13422323581081572,5.991464547107982,15.443235625832761,4.0549972176307305,0,7.913423879331097,4.929033583579648,0.5376786753696837,warning,0.006204589033179429,0.006204589033179429,0.0005809530086789504,4.0549972176307305,4.0549972176307305,0.4805854506507046,2.2366491204334964,0.3211697370550345,0.0,1.5356400000001305,1.5160000000032596,0.516,hardware-bench
132.404,42,132.404,516778.875,516779.562,516779.562,516779.562,,516646.8245,1,0,0,0,0.14798175089859178,-1.3547582027292329,,,-0.042214729822792806,-0.6325534276893561,0.0,0.19901586992435644,-0.7556933284093359,0.14973370928341634,5.991464547107982,15.443235625832761,4.078438489279876,0,7.9362640187568445,4.943260019064445,0.5362548564781827,warning,0.011288878429281272,0.011288878429281272,0.00039283969582149734,4.078438489279876,4.078438489279876,0.4974560686552694,0.9714825930216038,0.23067834748844548,0.0,1.5418799999984913,1.6869999999762513,0.687,hardware-bench
134.032,43,134.032,516780.562,516781.125,516781.125,516781.125,,516646.8245,1,0,0,0,0.17722365449464872,-1.3180227708918395,,,-0.032261007776083934,-0.6636463075198393,0.0,0.21943838431744153,-0.6854693432024834,0.12687576446959586,5.991464547107982,15.443235625832761,4.082902886519594,0,7.940606482751479,4.945964809202244,0.5383531530714039,warning,0.012473714829719108,0.012473714829719108,0.00038638579271060814,4.082902886519594,4.082902886519594,0.5170027901121209,0.9714825930216038,0.2268534769405133,0.0,1.5418800000008195,1.5630000000237487,0.563,hardware-bench
135.555,44,135.555,516782.125,516782.64,516782.64,516782.64,,516646.8245,1,0,0,0,0.2215295681183109,-1.2990984574731235,,,-0.020948566880690866,-0.6919709009877552,0.0,0.25379057589439485,-0.6354521499532841,0.11483014967637757,5.991464547107982,15.443235625832761,4.077405564763258,0,7.935258967338161,4.942634002782308,0.539458907446512,warning,0.004946221035833397,0.004946221035833397,0.0003570791106103451,4.077405564763258,4.077405564763258,0.5241210065602651,1.1243712612762695,0.23518609652783473,0.0,1.5412400000006892,1.5150000000139698,0.515,hardware-bench
137.074,45,137.074,516783.64,516784.203,516784.203,516784.203,,516646.82450000005,1,0,0,0,0.17722365449464872,-1.4660776932414519,,,-0.01223535751183808,-0.7260067235058996,0.0,0.19817222137533957,-0.7741067922536967,0.1565331433981984,5.991464547107982,15.443235625832761,4.079094952522965,0,7.936902701429396,4.943657835280316,0.5356306870895923,warning,0.005704272939697437,0.005704272939697437,0.00035520591194893725,4.079094952522965,4.079094952522965,0.5298287371301827,1.3735934676839392,0.23518609652783473,0.0,1.5425199999986217,1.562999999965541,0.563,hardware-bench
138.622,46,138.622,516785.203,516785.718,516785.718,516785.718,,516646.826,1,0,0,0,0.04430591362366218,-1.5217374392885337,,,-0.009791220386417292,-0.7604041635567454,0.0,0.05654127113550026,-0.7957307157826341,0.15621382033877448,5.991464547107982,15.443235625832761,4.073802727578526,0,7.9317523546285384,4.940449839255383,0.5356600000699666,warning,0.00463676161589307,0.00463676161589307,0.00036573556443834004,4.073802727578526,4.073802727578526,0.5410740767257982,1.3719265974300479,0.23385358667337133,0.0,1.5418800000008195,1.5150000000139698,0.515,hardware-bench
140.161,47,140.161,516786.718,516787.25,516787.25,516787.25,,516646.826,1,0,0,0,-0.029241903596056947,-1.7633007337316875,,,-0.01061755883786744,-0.8030109959148145,0.0,-0.019450683209639656,-1.0028965701749422,0.24717985747093307,5.991464547107982,15.443235625832761,4.070638561899427,0,7.92867141827771,4.938530816721815,0.5273095675456122,warning,0.004448206169694803,0.004448206169694803,0.0003850249518087841,4.070638561899427,4.070638561899427,0.5520778436448529,1.355139944218305,0.2437467948507221,0.0,1.5418800000008195,1.5320000000065193,0.532,hardware-bench
